authors,published_parsed,summary,arxiv_primary_category,weights,pagenum,refnum,category
"[u'W. Westerburg', u'D. Reisinger', u'G. Jakob']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=27, tm_hour=11, tm_min=43, tm_sec=27, tm_wday=3, tm_yday=27, tm_isdst=0)","By pulsed-laser deposition epitaxial thin films of Sr_2FeMoO_6 have been pre-
pared on (100) SrTiO_3 substrates. Already for a deposition temperature of 320
C epitaxial growth is achieved. Depending on deposition parameters the films
show metallic or semiconducting behavior. At high (low) deposition temperature
the Fe,Mo sublattice has a rock-salt (random) structure. The metallic samples
have a large negative magnetoresistance which peaks at the Curie temperature.
The magnetic moment was determined to 4 mu_B per formula unit (f.u.), in
agreement with the expected value for an ideal ferrimagnetic arrangement. We
found an ordinary Hall coefficient of -6.01x10^{-10} m^3/As at 300 K,
corresponding to an electronlike charge-carrier density of 1.3 per Fe,Mo-pair.
In the semiconducting films the magnetic moment is reduced to 1 mu_B/f.u. due
to disorder in the Fe,Mo sublattice. In low fields an anomalous holelike
contribution dominates the Hall voltage, which vanishes at low temperatures for
the metallic films only.","{'term': u'cond-mat.mtrl-sci', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,4,22,cond-mat.mtrl-sci
[u'Daniel Ruberman'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=25, tm_hour=20, tm_min=20, tm_sec=54, tm_wday=1, tm_yday=25, tm_isdst=0)","We reprove and extend a result of David Krebes (J. Knot Theory Ramif. 8
(1999), 321-352) giving an obstruction to embedding a tangle T into a link L.
Closing the tangle up in the two obvious ways gives rise to two links, the
numerator and denominator links n(T) and d(T). Applying a homological argument
to the 2-fold branched covers of these links, we show that the gcd of the
determinants of the numerator and denominator divides the determinant of L.","{'term': u'math.GT', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,8,6,math.GT
[u'Sergiu I. Vacaru'],"time.struct_time(tm_year=2001, tm_mon=10, tm_mday=30, tm_hour=20, tm_min=18, tm_sec=18, tm_wday=1, tm_yday=303, tm_isdst=0)","The 'anholonomic frame' method (see gr-qc/0005025, gr-qc/0001060 and
hep-th/0110250) is applied for constructing new classes of exact solutions of
vacuum Einstein equations with off-diagonal metrics in 4D and 5D gravity. We
examine several black tori solutions generated by anholonomic transforms with
non-trivial topology of the Schwarzshild metric, which have a static toroidal
horizon. We define ansatz and parametrizations which contain warping factors,
running constants (in time and extra dimension coordinates) and effective
nonlinear gravitational polarizations. Such anisotropic vacuum toroidal
metrics, the first example was given in gr-qc/0005025, differ substantially
from the well known toroidal black holes (see hep-th/9511188 and gr-qc/9709013)
which were constructed as non-vacuum solutions of the Einstein-Maxwell gravity
with cosmological constant. Finally, we analyze two anisotropic 5D and 4D black
tori solutions with cosmological constant.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,45,59,hep-th
"[u'Chongxing Yue', u'Yu-Ping Kuang', u'Xue-Lei Wang', u'Weibin Li']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=14, tm_hour=15, tm_min=23, tm_sec=46, tm_wday=4, tm_yday=14, tm_isdst=0)","Recent study on the charged top-pion correction to R_b shows that it is
negative and large, so that the precision experimental value of R_b gives rise
to a severe constraint on the topcolor-assisted technicolor models such that
the top-pion mass should be of the order of 1 TeV. In this paper, we restudy
this constraint by further taking account the extended technicolor gauge boson
correction which is positive. With this positive contribution to R_b, the
constraint on the topcolor-assisted technicolor models from R_b changes
significantly. The top-pion mass is allowed to be in the region of a few
hundred GeV depending on the models.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,6,28,hep-ph
"[u'Igor Belegradek', u'Vitali Kapovitch']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=2, tm_min=35, tm_sec=10, tm_wday=0, tm_yday=24, tm_isdst=0)","We find new obstructions to the existence of complete Riemannian metric of
nonnegative sectional curvature on manifolds with infinite fundamental groups.
In particular, we construct many examples of vector bundles whose total spaces
admit no nonnegatively curved metric.","{'term': u'math.DG', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,26,16,math.DG
"[u'R. Coziol', u'S. Considere', u'E. Davoust', u'T. Contini']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=16, tm_hour=20, tm_min=45, tm_sec=42, tm_wday=6, tm_yday=16, tm_isdst=0)","We have proposed in a companion paper (Considere et al. 2000) that bars
appeared recently in massive starburst nucleus galaxies. We now test this
hypothesis on an extended sample of barred and unbarred Markarian starburst
galaxies, using several samples of normal galaxies as control samples.
  In support of this hypothesis, we show that the proportion of barred galaxies
is much lower in Markarian starburst galaxies than in normal galaxies. In
addition to this deficiency of bars, we find that Markarian starburst galaxies
have smaller disks than normal galaxies, and that the disks of unbarred
starburst galaxies are smaller, on average, than barred ones. Finally, we show
that the Markarian starburst galaxies do not seem to follow the local
Tully--Fisher relation.
  Various alternatives are examined to explain the deficiency of bars and the
small disk dimensions in Markarian starburst galaxies. One possibility, which
is in agreement with the young bar hypothesis, is that the formation of disks
happens after the formation of bulges and that bars appear only later, when
enough gas has been accreted in the disk.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.3333333333333333,7,59,astro-ph
"[u'Giovanni Amelino-Camelia', u'Franco Buccella']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=28, tm_hour=23, tm_min=44, tm_sec=4, tm_wday=4, tm_yday=28, tm_isdst=0)","In recent work on experimental tests of quantum-gravity-motivated
phenomenological models, a significant role has been played by the so-called
``$\kappa$'' deformations of Poincar\'e symmetries. Sensitivity to values of
the relevant deformation length $\lambda$ as small as $5 \cdot 10^{-33}m$ has
been achieved in recent analyses comparing the structure of $\kappa$-Poincar\'e
symmetries with data on the gamma rays we detect from distant astrophysical
sources. We investigate violations of CPT symmetry which may be associated with
$\kappa$-Poincar\'e in the physics of the neutral-kaon system. A simple
estimate indicates that experiments on the neutral kaons may actually be more
$\lambda$-sensitive than corresponding astrophysical experiments, and may
already allow to probe values of $\lambda$ of order the Planck length.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,9,38,hep-ph
"[u'Harald Grosse', u'Thomas Krajewski', u'Raimar Wulkenhaar']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=27, tm_hour=13, tm_min=42, tm_sec=28, tm_wday=3, tm_yday=27, tm_isdst=0)","We prove by explicit calculation that Feynman graphs in noncommutative
Yang-Mills theory made of repeated insertions into itself of arbitrarily many
one-loop ghost propagator corrections are renormalizable by local counterterms.
This provides a strong support for the renormalizability conjecture of that
model.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,11,13,hep-th
[u'G. Risaliti'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=21, tm_hour=10, tm_min=40, tm_sec=22, tm_wday=4, tm_yday=21, tm_isdst=0)","We present a study of a sample of luminous infrared galaxies (LIGs, L_IR >
10^11 L_sun) observed in the hard (2-10 keV) X rays. The main results are: 1)
most LIGs are powered both by AGN and starburst activity; 2) the AGNs in our
sample are absorbed in the infrared by a lower N_H than in the X rays or,
alternatively, the dust-to-gas ratio is lower than galactic; 3) the study of a
subsample of sources observed in the 20-200 keV band indicates that most of the
AGNs hosted by the LIGs are heavily obscured up to 100 keV and, therefore,
their contribution to the X-ray background must be small.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,4,3,astro-ph
"[u'Xiao-Guang Wang', u'Barry C. Sanders', u'Shao-hua Pan']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=9, tm_min=46, tm_sec=39, tm_wday=3, tm_yday=20, tm_isdst=0)","Entangled SU(2) and SU(1,1) coherent states are developed as superpositions
of multiparticle SU(2) and SU(1,1) coherent states. In certain cases, these are
coherent states with respect to generalized su(2) and su(1,1) generators, and
multiparticle parity states arise as a special case. As a special example of
entangled SU(2) coherent states, entangled binomial states are introduced and
these entangled binomial states enable the contraction from entangled SU(2)
coherent states to entangled harmonic oscillator coherent states. Entangled
SU(2) coherent states are discussed in the context of pairs of qubits. We also
introduce the entangled negative binomial states and entangled squeezed states
as examples of entangled SU(1,1) coherent states. A method for generating the
entangled SU(2) and SU(1,1) coherent states is discussed and degrees of
entanglement calculated. Two types of SU(1,1) coherent states are discussed in
each case: Perelomov coherent states and Barut-Girardello coherent states.","{'term': u'quant-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,31,64,quant-ph
"[u'Annalisa Celotti', u'Roger D. Blandford']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=5, tm_hour=12, tm_min=30, tm_sec=38, tm_wday=2, tm_yday=5, tm_isdst=0)","The phenomenology of jets associated with a variety of black hole systems is
summarized, emphasizing the constraints imposed on their origin. Models of jet
formation are reviewed, focusing in particular on recent ideas concerning MHD
models. Finally, the potential for advancing our understanding of jets both
through future observations - especially forthcoming X-ray missions - and for
elucidating some crucial theoretical questions is highlighted.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,10,52,astro-ph
"[u'Olga Kocharovskaya', u'Yuri Rostovtsev', u'Marlan O. Scully']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=23, tm_min=35, tm_sec=9, tm_wday=0, tm_yday=17, tm_isdst=0)","We prove that it is possible to freeze a light pulse (i.e., to bring it to a
full stop) or even to make its group velocity negative in a coherently driven
Doppler broadened atomic medium via electromagnetically induced transparency
(EIT). This remarkable phenomenon of the ultra-slow EIT polariton is based on
the spatial dispersion of the refraction index $n(\w,k)$, i.e., its wavenumber
dependence, which is due to atomic motion and provides a negative contribution
to the group velocity. This is related to, but qualitatively different from,
the recently observed light slowing caused by large temporal (frequency)
dispersion.","{'term': u'quant-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,4,18,quant-ph
"[u'R. Heumann', u'N. S. Manton']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=16, tm_min=7, tm_sec=8, tm_wday=0, tm_yday=24, tm_isdst=0)","We analyse a supersymmetric mechanical model derived from (1+1)-dimensional
field theory with Yukawa interaction, assuming that all physical variables take
their values in a Grassmann algebra B. Utilizing the symmetries of the model we
demonstrate how for a certain class of potentials the equations of motion can
be solved completely for any B. In a second approach we suppose that the
Grassmann algebra is finitely generated, decompose the dynamical variables into
real components and devise a layer-by-layer strategy to solve the equations of
motion for arbitrary potential. We examine the possible types of motion for
both bosonic and fermionic quantities and show how symmetries relate the former
to the latter in a geometrical way. In particular, we investigate oscillatory
motion, applying results of Floquet theory, in order to elucidate the role that
energy variations of the lower order quantities play in determining the
quantities of higher order in B.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,30,9,hep-th
"[u'L. Angelini', u'F. De Carlo', u'C. Marangi', u'M. Pellicoro', u'S. Stramaglia']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=31, tm_hour=11, tm_min=49, tm_sec=26, tm_wday=0, tm_yday=31, tm_isdst=0)","A new approach to clustering, based on the physical properties of
inhomogeneous coupled chaotic maps, is presented. A chaotic map is assigned to
each data-point and short range couplings are introduced. The stationary regime
of the system corresponds to a macroscopic attractor independent of the initial
conditions. The mutual information between couples of maps serves to partition
the data set in clusters, without prior assumptions about the structure of the
underlying distribution of the data. Experiments on simulated and real data
sets show the effectiveness of the proposed algorithm.","{'term': u'cond-mat.stat-mech', 'scheme': u'http://arxiv.org/schemas/atom'}",0.25,16,19,cond-mat.stat-mech
